date;close;adjusted_close;dividend
29/10/2020 00:00;19.689;19.689;0
30/10/2020 00:00;19.801;19.801;0
02/11/2020 00:00;20.245;20.245;0
03/11/2020 00:00;20.708;20.708;0
04/11/2020 00:00;21.183;21.183;0
05/11/2020 00:00;21.44;21.44;0
06/11/2020 00:00;21.354;21.354;0
09/11/2020 00:00;22.938;22.938;0
10/11/2020 00:00;23.309;23.309;0
11/11/2020 00:00;23.424;23.424;0
12/11/2020 00:00;23.067;23.067;0
13/11/2020 00:00;23.153;23.153;0
16/11/2020 00:00;23.539;23.539;0
17/11/2020 00:00;23.589;23.589;0
18/11/2020 00:00;23.706;23.706;0
19/11/2020 00:00;23.533;23.533;0
20/11/2020 00:00;23.64;23.64;0
23/11/2020 00:00;23.633;23.633;0
24/11/2020 00:00;23.896;23.896;0
25/11/2020 00:00;23.951;23.951;0
26/11/2020 00:00;23.946;23.946;0
27/11/2020 00:00;24.079;24.079;0
30/11/2020 00:00;23.744;23.744;0
01/12/2020 00:00;24.017;24.017;0
02/12/2020 00:00;24.008;24.008;0
03/12/2020 00:00;23.991;23.991;0
04/12/2020 00:00;24.128;24.128;0
07/12/2020 00:00;23.978;23.978;0
08/12/2020 00:00;23.942;23.942;0
09/12/2020 00:00;23.89;23.89;0
10/12/2020 00:00;23.893;23.893;0
11/12/2020 00:00;23.729;23.729;0
14/12/2020 00:00;23.797;23.797;0
15/12/2020 00:00;23.801;23.801;0
16/12/2020 00:00;23.88;23.88;0
17/12/2020 00:00;23.891;23.891;0
18/12/2020 00:00;23.784;23.784;0
21/12/2020 00:00;23.215;23.215;0
22/12/2020 00:00;23.544;23.544;0
23/12/2020 00:00;23.809;23.809;0
24/12/2020 00:00;23.805;23.805;0
28/12/2020 00:00;24.06;24.06;0
29/12/2020 00:00;24.155;24.155;0
30/12/2020 00:00;24.098;24.098;0
31/12/2020 00:00;23.929;23.929;0
04/01/2021 00:00;24.1;24.1;0
05/01/2021 00:00;23.999;23.999;0
06/01/2021 00:00;24.296;24.296;0
07/01/2021 00:00;24.452;24.452;0
08/01/2021 00:00;24.591;24.591;0
11/01/2021 00:00;24.409;24.409;0
12/01/2021 00:00;24.368;24.368;0
13/01/2021 00:00;24.417;24.417;0
14/01/2021 00:00;24.49;24.49;0
15/01/2021 00:00;24.189;24.189;0
18/01/2021 00:00;24.233;24.233;0
19/01/2021 00:00;24.137;24.137;0
20/01/2021 00:00;24.263;24.263;0
21/01/2021 00:00;24.11;24.11;0
22/01/2021 00:00;23.957;23.957;0
25/01/2021 00:00;23.6;23.6;0
26/01/2021 00:00;23.826;23.826;0
27/01/2021 00:00;23.532;23.532;0
28/01/2021 00:00;23.749;23.749;0
29/01/2021 00:00;23.299;23.299;0
01/02/2021 00:00;23.546;23.546;0
02/02/2021 00:00;23.99;23.99;0
03/02/2021 00:00;23.975;23.975;0
04/02/2021 00:00;24.19;24.19;0
05/02/2021 00:00;24.401;24.401;0
08/02/2021 00:00;24.533;24.533;0
09/02/2021 00:00;24.541;24.541;0
10/02/2021 00:00;24.436;24.436;0
11/02/2021 00:00;24.434;24.434;0
12/02/2021 00:00;24.577;24.577;0
15/02/2021 00:00;24.948;24.948;0
16/02/2021 00:00;24.941;24.941;0
17/02/2021 00:00;24.855;24.855;0
18/02/2021 00:00;24.685;24.685;0
19/02/2021 00:00;24.891;24.891;0
22/02/2021 00:00;24.867;24.867;0
23/02/2021 00:00;24.909;24.909;0
24/02/2021 00:00;24.985;24.985;0
25/02/2021 00:00;24.943;24.943;0
26/02/2021 00:00;24.588;24.588;0
01/03/2021 00:00;24.968;24.968;0
02/03/2021 00:00;25.053;25.053;0
03/03/2021 00:00;25.124;25.124;0
04/03/2021 00:00;25.142;25.142;0
05/03/2021 00:00;24.916;24.916;0
08/03/2021 00:00;25.445;25.445;0
09/03/2021 00:00;25.555;25.555;0
10/03/2021 00:00;25.826;25.826;0
11/03/2021 00:00;26.002;26.002;0
12/03/2021 00:00;26.053;26.053;0
15/03/2021 00:00;26.005;26.005;0
16/03/2021 00:00;26.098;26.098;0
17/03/2021 00:00;26.123;26.123;0
18/03/2021 00:00;26.128;26.128;0
19/03/2021 00:00;25.856;25.856;0
22/03/2021 00:00;25.735;25.735;0
23/03/2021 00:00;25.633;25.633;0
24/03/2021 00:00;25.638;25.638;0
25/03/2021 00:00;25.677;25.677;0
26/03/2021 00:00;25.849;25.849;0
29/03/2021 00:00;25.971;25.971;0
30/03/2021 00:00;26.28;26.28;0
31/03/2021 00:00;26.167;26.167;0
01/04/2021 00:00;26.36;26.36;0
06/04/2021 00:00;26.447;26.447;0
07/04/2021 00:00;26.463;26.463;0
08/04/2021 00:00;26.614;26.614;0
09/04/2021 00:00;26.628;26.628;0
12/04/2021 00:00;26.591;26.591;0
13/04/2021 00:00;26.683;26.683;0
14/04/2021 00:00;26.775;26.775;0
15/04/2021 00:00;26.919;26.919;0
16/04/2021 00:00;27.138;27.138;0
19/04/2021 00:00;27.175;27.175;0
20/04/2021 00:00;26.63;26.63;0
21/04/2021 00:00;26.835;26.835;0
22/04/2021 00:00;27.092;27.092;0
23/04/2021 00:00;27.045;27.045;0
26/04/2021 00:00;27.126;27.126;0
27/04/2021 00:00;27.137;27.137;0
28/04/2021 00:00;27.269;27.269;0
29/04/2021 00:00;27.281;27.281;0
30/04/2021 00:00;27.107;27.107;0
03/05/2021 00:00;27.266;27.266;0
04/05/2021 00:00;27.05;27.05;0
05/05/2021 00:00;27.49;27.49;0
06/05/2021 00:00;27.56;27.56;0
07/05/2021 00:00;27.73;27.73;0
10/05/2021 00:00;27.796;27.796;0
11/05/2021 00:00;27.265;27.265;0
12/05/2021 00:00;27.342;27.342;0
13/05/2021 00:00;27.38;27.38;0
14/05/2021 00:00;27.793;27.793;0
17/05/2021 00:00;27.758;27.758;0
18/05/2021 00:00;27.717;27.717;0
19/05/2021 00:00;27.302;27.302;0
20/05/2021 00:00;27.667;27.667;0
21/05/2021 00:00;27.859;27.859;0
24/05/2021 00:00;27.993;27.993;0
25/05/2021 00:00;27.929;27.929;0
26/05/2021 00:00;27.932;27.932;0
27/05/2021 00:00;28.124;28.124;0
28/05/2021 00:00;28.37;28.37;0
31/05/2021 00:00;28.196;28.196;0
01/06/2021 00:00;28.404;28.404;0
02/06/2021 00:00;28.549;28.549;0
